IPO Date,Symbol,Company Name,IPO Price,Current,Return,Related People,Description,Country,Industry,Sector,People
"Nov 1, 2019",DUO,Fangdd Network Group Ltd.,$13.00,$0.65,-95.00%,"Xi Zeng (Co-Founder, Chief Executive Officer and Chairman), Yi Duan (Co-Founder and Director), Shuiying Chen (Principal Financial and Accounting Officer and Financial Controller), Jiaorong Pan (Chief Operating Officer and Director), Linda Li (Director of Capital Markets Department)","Fangdd Network Group Ltd., an investment holding company, provides real estate information services through online platform in the People's Republic of China.",China,Real Estate Services,Real Estate,"{'Xi Zeng': 'Co-Founder, Chief Executive Officer and Chairman', 'Yi Duan': 'Co-Founder and Director', 'Shuiying Chen': 'Principal Financial and Accounting Officer and Financial Controller', 'Jiaorong Pan': 'Chief Operating Officer and Director', 'Linda Li': 'Director of Capital Markets Department'}"
"Nov 1, 2019",FSRV,Finserv Acquisition Corp,$10.00,$14.52,45.20%,"Orlando J. Zayas (Chief Executive Officer, President and Director), Derek Medlin (Chief Operating Officer), Chandan Chopra (Chief Technology Officer), Nancy A. Walsh (Chief Financial Officer), Christopher Towers B.Sc., C.P.A. (Chief Accounting Officer), Bill Wright (Vice President of Investor Relations), Tahmineh Maloney (General Counsel, Head of Compliance and Secretary), Colleen Gorsky (Chief Marketing Officer), Jorge Diaz (Chief Human Resources Officer), Devjit Basu (Head of Product)","Katapult Holdings, Inc. operates a lease-to-own platform for nonprime consumers in the United States.",United States,Software - Infrastructure,Technology,"{'Orlando J. Zayas': 'Chief Executive Officer, President and Director', 'Derek Medlin': 'Chief Operating Officer', 'Chandan Chopra': 'Chief Technology Officer', 'Nancy A. Walsh': 'Chief Financial Officer', 'Christopher Towers B.Sc., C.P.A.': 'Chief Accounting Officer', 'Bill Wright': 'Vice President of Investor Relations', 'Tahmineh Maloney': 'General Counsel, Head of Compliance and Secretary', 'Colleen Gorsky': 'Chief Marketing Officer', 'Jorge Diaz': 'Chief Human Resources Officer', 'Devjit Basu': 'Head of Product'}"
"Nov 1, 2019",SFTW,Osprey Technology Acquisition Corp.,$10.00,$11.41,14.10%,"Brian E. O'Toole (Chief Executive Officer, President and Director), Henry Edward Dubois (Chief Financial Officer), Christiana L. Lin Esq. (General Counsel, Chief Administrative Officer and Secretary), Nicholas Merski (Chief Operating Officer), Tracy M. Ward (Senior Vice President, Controller and Principal Accounting Officer), Patrick O'Neil (Chief Technology Officer), Kevin Rioles (Chief Information Officer), Aly Bonilla (Vice President of Investor Relations), Anthony Porco (Vice President of Compliance), Andy Stephenson (Senior Vice President of Global Sales)","BlackSky Technology Inc. provides geospatial intelligence, imagery and related data analytic products and services, and mission systems that include the development, integration, and operation of satellite and ground systems for government and commercial customers in North America, the Middle East, the Asia Pacific, and internationally.",United States,Scientific & Technical Instruments,Technology,"{""Brian E. O'Toole"": 'Chief Executive Officer, President and Director', 'Henry Edward Dubois': 'Chief Financial Officer', 'Christiana L. Lin Esq.': 'General Counsel, Chief Administrative Officer and Secretary', 'Nicholas Merski': 'Chief Operating Officer', 'Tracy M. Ward': 'Senior Vice President, Controller and Principal Accounting Officer', ""Patrick O'Neil"": 'Chief Technology Officer', 'Kevin Rioles': 'Chief Information Officer', 'Aly Bonilla': 'Vice President of Investor Relations', 'Anthony Porco': 'Vice President of Compliance', 'Andy Stephenson': 'Senior Vice President of Global Sales'}"
"Oct 31, 2019",RAPT,"RAPT Therapeutics, Inc.",$12.00,$3.19,-73.42%,"Dr. Brian Russell Wong M.D., Ph.D. (Chief Executive Officer, President and Director), Rodney K. B. Young (Chief Financial Officer, Principal Accounting Officer and Secretary), Dr. William Ho M.D., Ph.D. (Chief Medical Officer), Steve Young Ph.D. (Vice President of Technology), Dr. Dirk G. Brockstedt Ph.D. (Chief Scientific Officer), Michael Listgarten (General Counsel), Gwen R. Carscadden (Chief Human Resources Officer), Dr. Paul Kassner (Senior Vice President of Quantitative and Computational Biology), Dr. David Wustrow (Senior Vice President of Drug Discovery and Preclinical Development), Jennifer Nicholson (Senior Vice President of Regulatory Affairs and Quality Assurance)","RAPT Therapeutics, Inc., a clinical-stage immunology-based biopharmaceutical company, focuses on discovery, development, and commercialization of oral small molecule therapies for patients with unmet needs in oncology and inflammatory diseases in the United States.",United States,Biotechnology,Healthcare,"{'Dr. Brian Russell Wong M.D., Ph.D.': 'Chief Executive Officer, President and Director', 'Rodney K. B. Young': 'Chief Financial Officer, Principal Accounting Officer and Secretary', 'Dr. William Ho M.D., Ph.D.': 'Chief Medical Officer', 'Steve Young Ph.D.': 'Vice President of Technology', 'Dr. Dirk G. Brockstedt Ph.D.': 'Chief Scientific Officer', 'Michael Listgarten': 'General Counsel', 'Gwen R. Carscadden': 'Chief Human Resources Officer', 'Dr. Paul Kassner': 'Senior Vice President of Quantitative and Computational Biology', 'Dr. David Wustrow': 'Senior Vice President of Drug Discovery and Preclinical Development', 'Jennifer Nicholson': 'Senior Vice President of Regulatory Affairs and Quality Assurance'}"
"Oct 31, 2019",OYST,"Oyster Point Pharma, Inc.",$16.00,$11.17,-30.19%,"Scott Andrew Smith (Chief Executive Officer and Director), Anthony Mauro (President of Developed Markets), Theodora Mistras (Chief Financial Officer), Sanjeev Kumar Sethi (Chief Operating Officer), Paul B. Campbell (Chief Accounting Officer, Senior Vice President and Corporate Controller), Ramkumar V. Rayapureddy (Chief Information Officer), Brian S. Roman (Global General Counsel), David Bayles (Chief Compliance Officer), Jennifer Mauer (Head of Global Communications and Corporate Brand), Andrew Enrietti (Chief Human Relations Officer)",Viatris Inc. operates as a healthcare company worldwide.,United States,Drug Manufacturers - Specialty & Generic,Healthcare,"{'Scott Andrew Smith': 'Chief Executive Officer and Director', 'Anthony Mauro': 'President of Developed Markets', 'Theodora Mistras': 'Chief Financial Officer', 'Sanjeev Kumar Sethi': 'Chief Operating Officer', 'Paul B. Campbell': 'Chief Accounting Officer, Senior Vice President and Corporate Controller', 'Ramkumar V. Rayapureddy': 'Chief Information Officer', 'Brian S. Roman': 'Global General Counsel', 'David Bayles': 'Chief Compliance Officer', 'Jennifer Mauer': 'Head of Global Communications and Corporate Brand', 'Andrew Enrietti': 'Chief Human Relations Officer'}"
"Oct 25, 2019",PGNY,"Progyny, Inc.",$13.00,$25.73,97.92%,"David J. Schlanger (Executive Chairman), Peter Anevski (Chief Executive Officer and Director), Michael Sturmer (President), Mark S. Livingston (Chief Financial Officer), Allison Swartz (General Counsel and Secretary), Steven Leist (Chief Technology Officer), James Hart (Vice President of Investor Relations), Risa Fisher (Chief Marketing Officer), Cassandra Pratt (Chief Human Resources Officer), Julie Stadlbauer (Chief Business Development Officer)","Progyny, Inc., a benefits management company, specializes in fertility and family building benefits solutions in the United States.",United States,Health Information Services,Healthcare,"{'David J. Schlanger': 'Executive Chairman', 'Peter Anevski': 'Chief Executive Officer and Director', 'Michael Sturmer': 'President', 'Mark S. Livingston': 'Chief Financial Officer', 'Allison Swartz': 'General Counsel and Secretary', 'Steven Leist': 'Chief Technology Officer', 'James Hart': 'Vice President of Investor Relations', 'Risa Fisher': 'Chief Marketing Officer', 'Cassandra Pratt': 'Chief Human Resources Officer', 'Julie Stadlbauer': 'Chief Business Development Officer'}"
"Oct 25, 2019",PHAT,"Phathom Pharmaceuticals, Inc.",$19.00,$11.87,-37.53%,"Terrie J. Curran (President, Chief Executive Officer and Director), David A. Socks (Co-Founder and Director), Dr. Azmi Nabulsi M.D., M.P.H. (Co-Founder and Chief Operating Officer), Molly Henderson CPA, MBA (Chief Financial and Business Officer), Dr. Aditya Kohli Ph.D. (Co-Founder), Lawrence R. Miller Esq., J.D. (General Counsel and Secretary), Tom Harris (Chief Development Sciences Officer), Dr. Eckhard Leifke M.D., Ph.D. (Chief Medical Officer), Martin J. Gilligan (Chief Commercial Officer)","Phathom Pharmaceuticals, Inc., biopharmaceutical company, focuses on developing and commercializing treatments for gastrointestinal diseases.",United States,Biotechnology,Healthcare,"{'Terrie J. Curran': 'President, Chief Executive Officer and Director', 'David A. Socks': 'Co-Founder and Director', 'Dr. Azmi Nabulsi M.D., M.P.H.': 'Co-Founder and Chief Operating Officer', 'Molly Henderson CPA, MBA': 'Chief Financial and Business Officer', 'Dr. Aditya Kohli Ph.D.': 'Co-Founder', 'Lawrence R. Miller Esq., J.D.': 'General Counsel and Secretary', 'Tom Harris': 'Chief Development Sciences Officer', 'Dr. Eckhard Leifke M.D., Ph.D.': 'Chief Medical Officer', 'Martin J. Gilligan': 'Chief Commercial Officer'}"
"Oct 25, 2019",DAO,"Youdao, Inc.",$17.00,$3.64,-78.59%,"Feng Zhou (Chief Executive Officer and Director), Lei Jin (President), Yongwei Li (Vice President of Finance and Senior Financial Controller), Jeffrey Wang (Investor Relations Director), Renlei Liu (Vice President of Marketing), Peng Su (Vice President of Strategies and Capital Markets)","Youdao, Inc., an internet technology company, provides online services in the fields of content, community, communication, and commerce in China.",China,Education & Training Services,Consumer Staples,"{'Feng Zhou': 'Chief Executive Officer and Director', 'Lei Jin': 'President', 'Yongwei Li': 'Vice President of Finance and Senior Financial Controller', 'Jeffrey Wang': 'Investor Relations Director', 'Renlei Liu': 'Vice President of Marketing', 'Peng Su': 'Vice President of Strategies and Capital Markets'}"
"Oct 25, 2019",CABA,"Cabaletta Bio, Inc.",$11.00,$8.35,-24.09%,"Dr. Steven A. Nichtberger M.D. (Co-Founder, Chairman, Chief Executive Officer and President), Dr. Gwendolyn K. Binder Ph.D. (President of Science and Technology), Dr. David J. Chang FACR, M.D., M.P.H. (Chief Medical Officer), Dr. Michael C. Milone M.D., Ph.D. (Co-Founder and Co-Chair of Scientific Advisory Board), Dr. Aimee Payne M.D., Ph.D. (Co-Founder and Co-Chair of Scientific Advisory Board), Anup Marda M.B.A. (Chief Financial Officer), Dr. Samik Basu M.D. (Chief Scientific Officer), Michael Gerard J.D. (General Counsel and Secretary), Heather Harte-Hall M.Sc. (Chief Compliance Officer), Martha O'Connor (Chief Human Resources Officer)","Cabaletta Bio, Inc., a clinical-stage biotechnology company, focuses on the discovery and development of engineered T cell therapies for patients with B cell-mediated autoimmune diseases.",United States,Biotechnology,Healthcare,"{'Dr. Steven A. Nichtberger M.D.': 'Co-Founder, Chairman, Chief Executive Officer and President', 'Dr. Gwendolyn K. Binder Ph.D.': 'President of Science and Technology', 'Dr. David J. Chang FACR, M.D., M.P.H.': 'Chief Medical Officer', 'Dr. Michael C. Milone M.D., Ph.D.': 'Co-Founder and Co-Chair of Scientific Advisory Board', 'Dr. Aimee Payne M.D., Ph.D.': 'Co-Founder and Co-Chair of Scientific Advisory Board', 'Anup Marda M.B.A.': 'Chief Financial Officer', 'Dr. Samik Basu M.D.': 'Chief Scientific Officer', 'Michael Gerard J.D.': 'General Counsel and Secretary', 'Heather Harte-Hall M.Sc.': 'Chief Compliance Officer', ""Martha O'Connor"": 'Chief Human Resources Officer'}"
"Oct 25, 2019",PAVS,Paranovus Entertainment Technology Ltd.,$5.50,$0.87,-84.16%,"Xuezhu Wang (Chairman and Chief Executive Officer), Ye Tao CFA (Chief Financial Officer and Director)","Paranovus Entertainment Technology Ltd. engages in the research, development, manufacture, and sale of nutraceutical and dietary supplement products in the People's Republic of China and internationally.",China,Packaged Foods,Consumer Staples,"{'Xuezhu Wang': 'Chairman and Chief Executive Officer', 'Ye Tao CFA': 'Chief Financial Officer and Director'}"
"Oct 25, 2019",TFFP,"TFF Pharmaceuticals, Inc.",$5.00,$1.95,-61.00%,"Dr. Harlan F. Weisman (President, Chief Executive Officer and Director), Kirk Allen Coleman (Chief Financial Officer, Treasurer and Secretary), Dr. Zamaneh Mikhak M.D. (Chief Medical Officer)","TFF Pharmaceuticals, Inc., a clinical stage biopharmaceutical company, focuses on developing and commercializing drug products based on its patented Thin Film Freezing (TFF) technology platform in the United States and Australia.",United States,Biotechnology,Healthcare,"{'Dr. Harlan F. Weisman': 'President, Chief Executive Officer and Director', 'Kirk Allen Coleman': 'Chief Financial Officer, Treasurer and Secretary', 'Dr. Zamaneh Mikhak M.D.': 'Chief Medical Officer'}"
"Oct 18, 2019",GLEO,Galileo Acquisition Corp.,$10.00,$8.54,-14.60%,"Gregory Kress (Chief Executive Officer and Director), Alberto Recchi (Chief Financial Officer and Director), Joseph Andrew Nied (Chief Operating Officer), Marleen Vogelaar (Co-Founder and CSO)","Shapeways Holdings, Inc. facilitates the design, manufacture, and sale of 3D printed products in the United States and internationally.",United States,Specialty Industrial Machinery,Industrials,"{'Gregory Kress': 'Chief Executive Officer and Director', 'Alberto Recchi': 'Chief Financial Officer and Director', 'Joseph Andrew Nied': 'Chief Operating Officer', 'Marleen Vogelaar': 'Co-Founder and CSO'}"
"Oct 18, 2019",LATN,Union Acquisition Corp. II,$10.00,$9.86,-1.40%,"Ruben Minski (Founder and Executive Chairman), Jose Antonio Toledo Vieira (Chief Executive Officer), Patricio Vargas Munoz (Global Chief Financial Officer), Dr. Camilo Camacho (Chief Operations Officer), Melissa Angelini (Investor Relations Director), Marcela Carvajalino Pagano (Vice-President of Corporate and Legal Affairs), Luis Alberto Palacios Aragon (Vice-President of International Marketing and Research &amp; Development), Mauricio Castaneda Caballero (Vice-President of Human Resources), Carlos Piocuda Russo (Head of Optimization of Corporate Value and Corporate Vice President of Finance)","Procaps Group S.A. develops, produces, and markets pharmaceutical solutions worldwide.",Luxembourg,Drug Manufacturers - Specialty & Generic,Healthcare,"{'Ruben Minski': 'Founder and Executive Chairman', 'Jose Antonio Toledo Vieira': 'Chief Executive Officer', 'Patricio Vargas Munoz': 'Global Chief Financial Officer', 'Dr. Camilo Camacho': 'Chief Operations Officer', 'Melissa Angelini': 'Investor Relations Director', 'Marcela Carvajalino Pagano': 'Vice-President of Corporate and Legal Affairs', 'Luis Alberto Palacios Aragon': 'Vice-President of International Marketing and Research &amp; Development', 'Mauricio Castaneda Caballero': 'Vice-President of Human Resources', 'Carlos Piocuda Russo': 'Head of Optimization of Corporate Value and Corporate Vice President of Finance'}"
